,SurveyID,N,live,coral,turf,algae,cca,sand,left,add,N_used,coverage,Storage_kg,Accretion_kgyr,GPP_ghr,Calc_ghr,Rugosity,BranchSpace_cm3,BiomassStand_g,OrgGrowth_gyr,pc1,pc2,SiteCode,SiteLatitude,SiteLongitude,Country,SiteName,Location,Depth,SurveyDate
964,912340416,100,97,0,96,1,0,3,0,100,97,100,0,0,0.841544717,0,1,0,297.105809,750.725706,-2.854357585,0.108684993,CAN37,28.5858,-17.9116,Spain,Puerto Naos,Canary Islands,6,06/08/2012
965,912340419,100,98,0,95,3,0,2,0,100,98,100,0,0,1.050921763,0,1,0,300.8050842,988.2824151,-2.909457096,-0.215233393,CAN38,28.4553,-17.8444,Spain,Faro de Fuencaliente,Canary Islands,6,07/08/2012
966,912340420,101,101,0,51,0,46,0,4,101,97,96.03960396,6.317035968,2.874905583,0.592165753,0.135753818,1.01,0,312.1164447,405.0125187,-0.362075259,0.751748863,CAN40,28.6784,-17.7654,Spain,Prin. Muelle La Palma,Canary Islands,9,08/08/2012
967,912340421,101,101,0,74,0,15,0,12,101,89,88.11881188,2.059903033,0.937469212,0.631160942,0.044267549,1.01,0,277.3078599,507.7640642,-1.480693335,0.641047526,CAN41,28.6742,-17.7647,Spain,Medio Muelle La Palma,Canary Islands,15.7,08/08/2012
968,912340436,100,100,0,45,45,6,0,4,100,96,96,0.823961213,0.374987685,5.252845321,0.01770702,1,0,310.1175488,5796.326448,-2.762194657,-3.74528466,CAN1,28.164429,-16.428869,Spain,El Poris,Canary Islands,4.5,09/12/2011
969,912340438,100,100,0,0,0,59,0,41,100,59,59,8.102285263,3.6873789,0.260035015,0.174119028,1,0,200.1822839,91.10367085,-0.192993683,1.928944749,CAN11,28.5085,-16.1811,Spain,Las Teresitas,Canary Islands,4.7,08/12/2011
970,912340444,100,100,0,6,0,88,0,6,100,94,94,12.08476446,5.499819376,0.433663728,0.259702956,1,0,316.9348625,175.1755046,0.630341104,1.247466232,CAN43,28.2878,-16.37839,Spain,Espigón Güimar,Canary Islands,4.4,17/08/2012
971,912340445,100,100,0,2,0,76,0,22,100,78,78,10.43684203,4.749844007,0.350231989,0.224288917,1,0,263.9812239,130.4512355,0.304160669,1.553662252,CAN39,28.6715,-17.7639,Spain,Punta Muelle La Palma,Canary Islands,16.5,09/08/2012
972,912340449,100,100,19,50,0,30,0,1,100,99,99,7.341510761,2.306425006,0.694980366,0.135839655,1.047767996,3130.175819,314.192551,384.2462923,0.075971226,0.584546334,LHI10,-31.50197,159.06513,Australia,Noddy Island,Lord Howe Island,8,20/02/2012
973,912340458,100,90,5,76,2,3,10,4,100,86,95.55555556,1.344496311,0.378414994,0.856152537,0.032679342,1.046399234,226.5179589,279.4271939,760.0504364,-1.683319332,0.178089036,LHI27,-31.5207,159.05458,Australia,Sylphs Hole,Lord Howe Island,1.5,21/02/2012
974,912340459,98,98,36,59,0,2,0,1,98,97,98.97959184,5.747312993,1.098582793,0.777222221,0.070268862,1.23525887,1689.442729,391.9411523,529.5525903,-0.138359267,0.037044497,LHI27,-31.5207,159.05458,Australia,Sylphs Hole,Lord Howe Island,2,21/02/2012
975,912340460,100,92,3,10,3,0,8,76,100,16,17.39130435,0.28980633,0.126520981,0.45142821,0.020417316,1.03184533,2086.783879,47.55163855,435.7927447,-2.64056409,1.726514666,LHI36,-31.53225,159.05403,Australia,Stephen's Hole,Lord Howe Island,1.5,21/02/2012
976,912340461,100,77,19,23,1,1,23,33,100,44,57.14285714,1.696006675,1.237529864,0.647150787,0.19779568,1.362115014,15287.04103,157.0504329,339.0888972,-0.108386448,0.77880265,LHI36,-31.53225,159.05403,Australia,Stephen's Hole,Lord Howe Island,2,21/02/2012
977,912340462,100,100,49,43,0,5,0,3,100,97,97,3.077828568,3.003855478,1.38418198,0.486799044,1.780210595,51126.20504,232.4135365,383.7279123,2.009159888,-0.442822586,LHI38,-31.52113,159.04688,Australia,North Bay 2,Lord Howe Island,2,21/02/2012
978,912340463,100,94,77,14,0,3,6,0,100,94,100,4.544769728,4.467152774,1.731455415,0.747087198,2.217976537,79297.78742,191.8061676,244.1364978,3.286744746,-0.633954605,LHI38,-31.52113,159.04688,Australia,North Bay 2,Lord Howe Island,2.1,21/02/2012
979,912340464,99,99,47,42,5,2,0,3,99,96,96.96969697,7.534923461,3.031520343,1.501757147,0.42933388,1.868991805,14875.08072,493.3315033,1103.403236,2.230984746,-1.576664823,LHI5,-31.53908,159.06543,Australia,Comets Hole,Lord Howe Island,2,21/02/2012
980,912340465,99,88,31,49,3,3,11,2,99,86,97.72727273,3.727792833,1.604984505,1.177814279,0.212734455,1.40141718,16319.26528,304.2458628,792.1920671,0.564458383,-0.484658141,LHI5,-31.53908,159.06543,Australia,Comets Hole,Lord Howe Island,4,21/02/2012
981,912340478,100,100,11,60,0,9,0,20,100,80,80,4.740963133,1.277602567,0.58186338,0.068822129,1.04712389,0,283.1988698,416.5952704,-0.898613495,0.780204251,LHI20,-31.50414,159.06679,Australia,Sugarloaf West,Lord Howe Island,5,23/02/2012
982,912340492,100,100,41,26,13,7,0,13,100,87,87,14.9567215,3.552097624,1.969411832,0.209541576,1.227980169,1043.39194,427.5898149,1810.889532,0.84585851,-1.436649571,LHI2,-31.52352,159.04141,Australia,North Bommie 2,Lord Howe Island,4,24/02/2012
983,912340494,100,100,24,25,0,37,0,14,100,86,86,9.694051721,2.712487687,0.530479509,0.136799217,1,0,283.4593601,227.911851,-0.110136803,1.140754005,LHI28,-31.51293,159.0428,Australia,Old Gulch,Lord Howe Island,6,24/02/2012
984,912340512,100,100,37,32,8,18,0,5,100,95,95,9.124789391,1.964071922,1.513904532,0.139204659,1.094167229,3356.693778,319.5036307,1241.700589,0.041446396,-0.626458923,LHI4,-31.54974,159.06295,Australia,Erscotts Blind Passage,Lord Howe Island,2,25/02/2012
985,912340513,102,93,3,52,30,7,9,1,102,92,98.92473118,1.769699294,0.57612001,3.705695367,0.029043745,1.027853982,0,299.7084243,4014.893795,-2.237637276,-2.674083538,LHI4,-31.54974,159.06295,Australia,Erscotts Blind Passage,Lord Howe Island,4,25/02/2012
986,912340523,100,100,1,72,23,2,0,2,100,98,98,0.466860303,0.141665213,3.061596007,0.007052587,1,0,308.2011531,3282.099217,-2.725800074,-2.238682538,LHI25,-31.51721,159.0343,Australia,Phillip Rock,Lord Howe Island,10,27/02/2012
987,912340528,101,88,19,57,3,6,13,3,101,85,96.59090909,4.913582318,1.7706851,0.99218078,0.139918975,1.345208815,2081.862922,385.1787123,869.9243104,0.130784652,-0.456018723,LHI7,-31.55193,159.06731,Australia,Erscotts Passage South,Lord Howe Island,6,27/02/2012
988,912340529,100,97,27,55,9,0,3,6,100,91,93.81443299,9.279106637,2.817677523,1.671746444,0.241748999,1.443543719,2402.499693,467.1511151,1561.792547,0.979491632,-1.482668242,LHI7,-31.55193,159.06731,Australia,Erscotts Passage South,Lord Howe Island,8,27/02/2012
989,912340534,100,100,23,43,5,25,0,4,100,96,96,8.781088791,2.300348695,1.152311275,0.119974186,1.031415927,0,332.4967353,941.5881366,-0.340275397,-0.139807418,LHI16,-31.53915,159.05341,Australia,Rabbit Island,Lord Howe Island,10,28/02/2012
990,912340537,100,100,27,40,18,3,0,12,100,88,88,10.4691797,2.498720327,2.481360478,0.143541268,1.164933614,0,396.1691572,2494.365164,-0.129320808,-1.858866877,LHI17,-31.52289,159.04014,Australia,North Head inside,Lord Howe Island,4,28/02/2012
991,912340540,100,100,8,0,0,66,0,26,100,74,74,12.97579643,103.5994838,1.772375116,1.270842916,0.583738973,0,97.30263035,299.4702322,2.276014428,1.363110133,LHI31,-31.75636,159.23627,Australia,Wheatsheaf,Lord Howe Island,12,28/02/2012
992,912340541,101,101,13,66,0,5,0,17,101,84,83.16831683,3.648902727,0.706443718,0.622660008,0.039578689,1.025707963,0,273.5965918,445.9388783,-1.287936516,0.737866963,LHI31,-31.75636,159.23627,Australia,Wheatsheaf,Lord Howe Island,18,28/02/2012
993,912340542,100,100,21,9,35,20,0,15,100,85,85,6.938635708,16.79529391,4.337434612,0.253974215,1.024800864,215.3502632,295.0675356,4441.021325,-0.194858273,-2.894983893,LHI32,-31.75067,159.23682,Australia,Observatory,Lord Howe Island,10,28/02/2012
994,912340543,99,99,46,35,0,17,0,1,99,98,98.98989899,14.62786591,4.559993913,0.782917058,0.349480789,1.643384079,2171.060776,572.1143436,457.8741095,2.31624849,-0.478715082,LHI32,-31.75067,159.23682,Australia,Observatory,Lord Howe Island,22,28/02/2012
995,912340546,99,99,17,72,5,3,0,2,99,97,97.97979798,3.911283736,0.559498672,1.231086349,0.033342523,0.997853982,0,310.3440565,1092.493055,-1.449286145,-0.274166472,LHI42,-31.5332,159.05212,Australia,Stephen's Hole 2,Lord Howe Island,2,29/02/2012
996,912340547,100,92,23,55,3,5,8,6,100,86,93.47826087,5.110218813,1.145490674,0.977417789,0.108853423,1.162974348,1722.945816,316.0081033,779.9722637,-0.370791172,-0.07012107,LHI42,-31.5332,159.05212,Australia,Stephen's Hole 2,Lord Howe Island,3.5,29/02/2012
997,912340548,99,98,20,46,3,5,1,24,99,74,75.51020408,4.062630913,3.407339432,0.981171451,0.20520584,1.332086063,5532.675512,309.3227606,765.1579419,0.335836206,-0.210972145,LHI49,-31.54666,159.06128,Australia,Erscotts Hole,Lord Howe Island,2,29/02/2012
998,912340550,99,99,38,33,3,3,0,22,99,77,77.77777778,3.178624501,2.302638138,1.332003341,0.357618405,1.572226619,34914.7085,211.6596962,665.3273985,1.176147662,-0.399640837,LHI49,-31.54666,159.06128,Australia,Erscotts Hole,Lord Howe Island,3.1,29/02/2012
999,912340551,100,100,11,35,6,28,0,20,100,80,80,6.174443612,16.96646942,1.35108285,0.264804797,0.953090812,1043.39194,234.796298,1039.089564,0.169745457,-0.017021249,LHI43,-31.7875,159.28145,Australia,South East Rock,Lord Howe Island,7,01/03/2012
1000,912340552,100,100,15,24,0,55,0,6,100,94,94,9.710045825,9.540056417,0.698972648,0.290856291,1.071974046,6260.351638,292.1458245,267.3538718,1.125054536,0.770594683,LHI43,-31.7875,159.28145,Australia,South East Rock,Lord Howe Island,12,01/03/2012
1001,912340553,100,100,15,2,0,67,0,16,100,84,84,11.45657172,8.377411787,0.543287282,0.297657539,1.063905363,5216.959698,270.130965,136.4968815,1.18790712,1.192071818,LHI43,-31.7875,159.28145,Australia,South East Rock,Lord Howe Island,14,01/03/2012
1002,912340561,78,59,3,30,8,0,19,18,78,41,69.49152542,0.576619697,0.050007954,1.119189825,0.003450741,0.78,0,129.0039419,1173.764626,-3.220241057,0.468541727,NMP9,-23.12627,113.76158,Australia,Bills Bay 1,Ningaloo Reef,3.1,23/07/2012
1003,912340562,100,70,13,26,10,5,30,16,100,54,77.14285714,2.800511965,2.914896285,1.492314823,0.108057433,1.181799946,3572.044041,218.1096889,1467.863636,-0.790763237,-0.573150372,NMP2,-23.12142,113.75562,Australia,Point Maud Inner,Ningaloo Reef,2.5,24/07/2012
1004,912340563,99,91,10,49,13,5,8,14,99,77,84.61538462,2.757773605,1.34013965,1.948048585,0.153058816,1.300026031,2402.499693,331.6051053,1994.89769,-0.50424326,-1.503771065,NMP2,-23.12142,113.75562,Australia,Point Maud Inner,Ningaloo Reef,2.8,24/07/2012
1005,912340564,92,91,57,16,1,5,1,12,92,79,86.81318681,6.703085979,2.722452648,1.111013929,0.349402931,1.565091407,31732.45872,273.673019,386.6361702,1.748053148,-0.140099184,NMP-C3,-23.14152,113.75364,Australia,Coral Bay Central,Ningaloo Reef,3.5,25/07/2012
1006,912340566,98,97,68,19,0,3,1,7,98,90,92.78350515,6.087843817,3.419081735,1.218730288,0.417868869,2.023819673,37810.81947,413.8329435,463.029732,2.685398413,-0.955090817,NMP-C3,-23.14152,113.75364,Australia,Coral Bay Central,Ningaloo Reef,4.1,25/07/2012
1007,912340567,74,35,17,13,0,1,39,4,74,31,88.57142857,1.110331548,0.957980569,0.448596608,0.15823797,0.994762643,16694.27103,73.95198007,117.800296,-0.9760397,1.891021987,NMP-C1,-23.17701,113.75987,Australia,Monck Head,Ningaloo Reef,1.9,26/07/2012
1008,912340568,100,76,5,41,18,3,24,9,100,67,88.15789474,0.942793384,0.385609973,2.357409771,0.040054608,1.047767996,3130.175819,208.3763046,2476.4456,-2.021112965,-1.405772443,NMP-C1,-23.17701,113.75987,Australia,Monck Head,Ningaloo Reef,2,26/07/2012
1009,912340569,84,64,12,30,2,10,20,10,84,54,84.375,2.532494008,1.131063398,0.688364108,0.111180964,0.967381322,8347.135517,159.7446374,472.5985751,-0.944694293,0.947682865,NMP-C1,-23.17701,113.75987,Australia,Monck Head,Ningaloo Reef,2.1,26/07/2012
1010,912340570,100,99,48,45,1,4,1,1,100,98,98.98989899,12.11434059,3.108300382,0.946852313,0.267231199,1.383618797,9520.836653,415.8933452,502.1027461,1.628380333,-0.225317911,NMP-S3,-23.12872,113.75232,Australia,Coral Bay DEC1,Ningaloo Reef,4.2,26/07/2012
1011,912340571,100,100,56,33,5,6,0,0,100,100,100,6.32421934,3.279062744,1.512394803,0.29038212,1.986852653,17843.40312,556.7150513,1253.969624,2.136202301,-1.891270122,NMP-S3,-23.12872,113.75232,Australia,Coral Bay DEC1,Ningaloo Reef,5.5,26/07/2012
1012,912340572,93,77,31,29,1,6,16,10,93,67,87.01298701,3.333543081,1.80485193,0.867388138,0.222588442,1.365495197,20183.36396,232.4704625,432.4067577,0.53109112,0.242544442,NMP6,-23.16108,113.75875,Australia,Monck Head Outer,Ningaloo Reef,2.5,27/07/2012
1013,912340574,100,100,8,61,0,2,0,29,100,71,71,2.044706878,0.743549251,0.556960508,0.052808135,1.149739914,441.868222,277.49741,462.9460739,-1.141588905,0.620390225,NMP-C4,-23.19995,113.76354,Australia,Yalobia Passage,Ningaloo Reef,3,27/07/2012
1014,912340575,88,88,42,22,0,6,0,18,88,70,79.54545455,5.222078888,2.644739482,0.860907747,0.295346605,1.516973431,24644.0654,296.8556251,335.4704475,1.409223983,0.063655864,NMP-C4,-23.19995,113.76354,Australia,Yalobia Passage,Ningaloo Reef,3.5,27/07/2012
1015,912340576,98,98,37,48,0,11,0,2,98,96,97.95918367,6.836274526,3.608719578,0.895114173,0.317044314,1.948534812,7277.813009,612.3305718,709.2390315,2.173974502,-1.165851608,NMP-C4,-23.19995,113.76354,Australia,Yalobia Passage,Ningaloo Reef,4.5,27/07/2012
1016,912340577,136,112,9,98,0,0,24,5,136,107,95.53571429,1.503734496,0.960610685,0.895447351,0.140701193,1.678094715,3445.891633,410.2628128,721.6254108,0.131116313,-0.647659698,NMP19,-23.09197,113.73966,Australia,Maud SZ Nth,Ningaloo Reef,1.5,28/07/2012
1017,912340578,129,117,40,64,7,6,12,0,129,117,100,6.443948897,4.784149375,1.904926223,0.668720137,2.966178281,9766.059089,844.0303347,1771.570113,3.817221051,-3.355254338,NMP19,-23.09197,113.73966,Australia,Maud SZ Nth,Ningaloo Reef,1.6,28/07/2012
1018,912340579,100,81,0,56,9,5,19,11,100,70,86.41975309,0.686634344,0.312489737,1.426200409,0.01475585,1,0,218.7201299,1472.920813,-2.459705372,-0.404564635,NMP-S1,-22.86905,113.76443,Australia,Dugong,Ningaloo Reef,1.8,28/07/2012
1019,912340580,100,55,0,49,1,2,45,3,100,52,94.54545455,0.274653738,0.124995895,0.491476135,0.00590234,1,0,160.0881252,446.0261368,-2.642203569,1.174545244,NMP-S1,-22.86905,113.76443,Australia,Dugong,Ningaloo Reef,1.9,28/07/2012
1020,912340581,100,78,0,61,0,9,22,8,100,70,89.74358974,1.23594182,0.562481527,0.505451102,0.02656053,1,0,217.1748968,413.3664803,-1.914908588,1.024703239,NMP-S1,-22.86905,113.76443,Australia,Dugong,Ningaloo Reef,2,28/07/2012
1021,912340582,90,52,16,22,1,0,38,13,90,39,75,1.784644898,0.611017709,0.517859399,0.09475354,1.043303987,9390.527457,109.8494577,285.524747,-1.150946089,1.427163454,NMP-S2,-22.92875,113.77937,Australia,Bruboodjoo,Ningaloo Reef,2.4,28/07/2012
1022,912340583,90,58,21,31,4,2,32,0,90,58,100,4.609509091,1.147722772,0.919081256,0.105631321,1.034805899,6260.351638,202.7860526,715.7333163,-0.642188205,0.412995805,NMP-S2,-22.92875,113.77937,Australia,Bruboodjoo,Ningaloo Reef,2.5,28/07/2012
1023,912340584,81,47,16,25,5,1,34,0,81,47,100,1.061531666,0.903054737,1.061660485,0.148604435,1.048839978,15650.8791,125.8531663,804.7210692,-1.022404176,0.390164886,NMP-S2,-22.92875,113.77937,Australia,Bruboodjoo,Ningaloo Reef,2.6,28/07/2012
1024,912340585,137,123,76,41,2,2,14,2,137,121,98.37398374,17.21322526,4.983412349,1.341876548,0.40718643,2.209344873,16039.92705,639.9198343,778.7414756,3.592622407,-1.651473062,NMP11,-23.20838,113.76328,Australia,Maud RZ2,Ningaloo Reef,4.4,29/07/2012
1025,912340586,126,122,69,40,3,4,4,6,126,116,95.08196721,14.06186746,3.78019064,1.296739112,0.307254955,1.897843282,12014.10079,542.8716646,858.3799256,2.597862299,-1.319629987,NMP11,-23.20838,113.76328,Australia,Maud RZ2,Ningaloo Reef,4.5,29/07/2012
1026,912340587,99,98,32,54,4,3,1,5,99,93,94.89795918,5.474954654,3.164378113,1.282185908,0.398424433,2.03462091,5348.576806,603.2864284,1176.501203,2.054653654,-1.773662095,NMP24,-23.20194,113.76248,Australia,Yalobia Bommie,Ningaloo Reef,5,29/07/2012
1027,912340590,105,75,27,33,2,2,30,11,105,64,85.33333333,3.224763837,1.917212744,0.912268664,0.258573896,1.633693013,14166.94471,306.6026316,621.6068869,0.889407352,-0.31751778,NMP-P2,-23.31925,113.7807,Australia,Pelican Nth,Ningaloo Reef,2,29/07/2012
1028,912340591,110,84,22,48,4,2,26,8,110,76,90.47619048,3.069149258,1.769466524,1.152596382,0.223824324,1.627856334,9993.376955,354.3092871,957.0310112,0.676592919,-0.828570772,NMP-P2,-23.31925,113.7807,Australia,Pelican Nth,Ningaloo Reef,2.5,29/07/2012
1029,912340592,100,78,0,55,16,0,22,7,100,71,91.02564103,0,0,2.156072744,0,1,0,222.3521162,2313.020338,-3.37515532,-1.257766757,NMP25,-23.19459,113.75209,Australia,Outside Yalobia North,Ningaloo Reef,7.5,30/07/2012
1030,912340593,100,64,0,46,17,0,36,1,100,63,98.4375,0,0,2.195856835,0,1,0,198.1947335,2376.134936,-3.454151005,-1.21792479,NMP25,-23.19459,113.75209,Australia,Outside Yalobia North,Ningaloo Reef,11,30/07/2012
1031,912340594,100,75,4,37,17,2,25,15,100,60,80,1.074830585,0.533705228,2.197280508,0.060070623,1.116575114,1496.427857,220.611093,2348.468632,-1.825096507,-1.343839814,NMP26,-23.2175,113.75466,Australia,Outside Yalobia South,Ningaloo Reef,13,30/07/2012
1032,912340595,98,90,5,42,20,13,8,10,98,80,88.88888889,2.654683713,1.191578202,2.62065953,0.086190039,1.068623998,2569.558371,270.721285,2754.282673,-1.293566431,-1.79309378,NMP26,-23.2175,113.75466,Australia,Outside Yalobia South,Ningaloo Reef,14,30/07/2012
1034,912340600,100,100,4,85,0,11,0,0,100,100,100,2.221575464,0.91727777,0.736220477,0.045215192,1.061039805,143.5668421,334.9624483,604.304933,-1.213285039,0.253328445,NMP-BF1,-21.83921,114.17564,Australia,Bundegi,Exmouth,2,31/07/2012
1035,912340601,100,100,14,77,0,9,0,0,100,100,100,1.899368638,1.317328548,0.791853026,0.065179631,1.372300763,1004.967895,444.5641951,721.1685496,-0.447440743,-0.405290112,NMP-BF4,-21.83633,114.17777,Australia,Bundegi RZ,Exmouth,1,31/07/2012
1037,912340603,26,11,0,7,0,0,15,4,26,7,63.63636364,0,0,0.053450708,0,0.26,0,21.41754612,45.84074052,-4.817558105,3.915882778,NMP-BF4,-21.83633,114.17777,Australia,Bundegi RZ,Exmouth,2.1,31/07/2012
1038,912340604,114,102,33,60,0,5,12,4,114,98,96.07843137,10.32120763,2.344443323,0.729751903,0.138832511,1.297029899,1353.066087,394.421462,441.6219752,0.656103388,0.17585861,NMP20,-23.04473,113.81843,Australia,Oyster rocks buoy,Ningaloo Reef,9,01/08/2012
1039,912340605,127,113,72,36,1,1,14,3,127,110,97.34513274,18.76203179,5.352088046,1.260616176,0.471677647,1.95750989,24224.53257,520.8139505,468.3803284,3.629037459,-1.004968158,NMP20,-23.04473,113.81843,Australia,Oyster rocks buoy,Ningaloo Reef,10,01/08/2012
1040,912340606,100,99,2,97,0,0,1,0,100,99,100,0.09477526,0.107835289,0.764135369,0.005517014,1.053185823,143.5668421,322.2766972,664.2250091,-2.252726666,0.132348387,NMP-BF2,-21.85245,114.16954,Australia,Bundegi SZ North,Exmouth,3.5,01/08/2012
1041,912340607,11,11,0,4,7,0,0,0,11,11,100,0,0,0.790088277,0,0.11,0,35.89483386,880.5635611,-5.532095227,2.197383591,NMP-BF2,-21.85245,114.16954,Australia,Bundegi SZ North,Exmouth,4.7,01/08/2012
1042,912340608,18,15,0,11,3,1,3,0,18,15,100,0.137326869,0.062497947,0.413920636,0.00295117,0.18,0,47.18745085,439.7376589,-4.737009695,2.694649365,NMP-BF2,-21.85245,114.16954,Australia,Bundegi SZ North,Exmouth,5.5,01/08/2012
1043,912340609,58,52,4,46,0,0,6,2,58,50,96.15384615,1.464200808,0.332556543,0.382239601,0.019405429,0.603561945,0,170.1963056,305.6865037,-2.626839061,1.778977923,NMP-BF3,-21.86648,114.15926,Australia,Bundegi SZ South,Exmouth,4.2,01/08/2012
1044,912340610,100,100,3,97,0,0,0,0,100,100,100,0.14216289,0.161752933,0.775866003,0.008275522,1.079778735,215.3502632,335.0220477,678.7266687,-2.093838571,0.059152774,NMP-BF3,-21.86648,114.15926,Australia,Bundegi SZ South,Exmouth,4.5,01/08/2012
1045,912340611,69,44,0,32,9,0,25,3,69,41,93.18181818,0,0,1.220903972,0,0.69,0,128.3239429,1308.031909,-3.913470028,0.348702952,NMP-BF3,-21.86648,114.15926,Australia,Bundegi SZ South,Exmouth,5.2,01/08/2012
1046,912341092,100,65,1,34,9,10,35,11,100,54,83.07692308,1.79726677,0.730275216,1.288128485,0.03559676,1.007853982,0,177.0589462,1337.95493,-2.095297821,-0.06346086,PAC1,-17.48149,-149.81842,French Polynesia,Moorea Baie de Cook Channel Entrance,Society Islands,5,21/07/2012
1047,912341093,101,81,0,50,7,9,20,15,101,66,81.48148148,1.280745038,2.436845012,1.207844626,0.046690034,1.002146018,0,204.273603,1199.38297,-1.882582567,-0.036826298,PAC2,-17.49221,-149.85392,French Polynesia,Moorea Mooring Bommie,Society Islands,2.5,22/07/2012
1048,912341094,101,75,0,39,2,12,26,22,101,53,70.66666667,1.647922426,0.749975369,0.567698143,0.03541404,1.01,0,166.8002937,518.033358,-1.92910471,1.060622101,PAC2,-17.49221,-149.85392,French Polynesia,Moorea Mooring Bommie,Society Islands,3,22/07/2012
1049,912341095,100,92,38,34,0,18,8,2,100,90,97.82608696,7.416827198,9.069235629,1.051364359,0.446469823,1.562197669,25160.34298,318.4360207,363.2996506,2.259404019,-0.149739557,PAC3,-21.8089,-154.727123,French Polynesia,Iles de Maria West Pt,Austral Islands,18,25/07/2012
1050,912341096,48,48,10,6,0,29,0,3,48,45,93.75,5.070913913,15.40573016,0.54501984,0.305859229,0.55240345,8347.135517,116.9240657,125.8565061,-0.193165482,2.113571008,PAC4,-21.79699,-154.7145,French Polynesia,Iles de Maria Channel Entrance,Austral Islands,6,25/07/2012
1051,912341097,79,79,33,0,0,46,0,0,79,79,100,11.68917818,7.605646905,0.613975082,0.288380353,0.936120252,8418.918939,263.4359155,116.4645894,1.095935124,1.248693746,PAC5,-21.80433,-154.72078,French Polynesia,Iles de Maria North of W Pt,Austral Islands,5,26/07/2012
1052,912341098,75,75,30,4,0,40,0,1,75,74,98.66666667,11.4489671,7.624791572,0.60800018,0.298771688,0.924719913,9390.527457,260.5727188,125.3874697,1.106436135,1.246834486,PAC5,-21.80433,-154.72078,French Polynesia,Iles de Maria North of W Pt,Austral Islands,8,26/07/2012
1053,912341099,100,100,39,31,0,17,0,13,100,87,87,7.888232968,2.831196285,0.866065613,0.277559502,1.360539477,19896.23028,283.440393,290.3217105,1.339763179,0.307758106,PAC6,-21.81136,-154.72792,French Polynesia,Iles de Maria West of W Pt,Austral Islands,9,26/07/2012
1054,912341100,99,98,48,21,0,17,1,12,99,86,87.75510204,10.54525812,3.335725842,0.857997251,0.30765098,1.381955403,19896.23028,304.5545137,231.8436741,1.729899777,0.341532525,PAC6,-21.81136,-154.72792,French Polynesia,Iles de Maria West of W Pt,Austral Islands,10,26/07/2012
1055,912341101,82,82,17,30,0,28,0,7,82,75,91.46341463,5.798932669,2.833783207,0.662123806,0.228882398,1.077149504,13635.87864,247.8510482,283.3993635,0.497500384,0.793840687,PAC7,-21.79135,-154.70135,French Polynesia,Iles de Maria N,Austral Islands,10,27/07/2012
1056,912341102,84,84,39,16,0,27,0,2,84,82,97.61904762,12.97131428,5.708363598,0.685354964,0.285172894,1.077551766,9390.527457,323.6733032,190.4938884,1.413847903,0.786399209,PAC7,-21.79135,-154.70135,French Polynesia,Iles de Maria N,Austral Islands,10.5,27/07/2012
1057,912341103,52,52,13,8,0,28,0,3,52,49,94.23076923,6.478247335,7.589734119,0.360630705,0.157974483,0.496438055,0,154.8827605,110.499629,-1.134914323,2.36338672,PAC8,-21.79902,-154.71623,French Polynesia,Iles de Maria Channel Entrance S,Austral Islands,5,27/07/2012
1058,912341104,49,49,4,5,0,34,0,6,49,43,87.75510204,6.080735707,9.866314274,0.325867257,0.195328411,0.474292037,0,143.2108332,103.3333955,-1.063216333,2.490478423,PAC8,-21.79902,-154.71623,French Polynesia,Iles de Maria Channel Entrance S,Austral Islands,5.1,27/07/2012
1059,912341105,82,82,57,5,0,17,0,3,82,79,96.34146341,14.91972283,23.4378622,1.056769152,0.557448941,1.376715999,16296.92988,402.1889968,286.7543156,3.15187061,-0.026907824,PAC8,-21.79902,-154.71623,French Polynesia,Iles de Maria Channel Entrance S,Austral Islands,14,27/07/2012
1060,912341106,68,63,30,11,0,12,5,10,68,53,84.12698413,6.821276997,9.103930868,0.56161999,0.214757294,0.767896711,7303.743578,158.0798161,126.643059,0.033091982,1.744560069,PAC8,-21.79902,-154.71623,French Polynesia,Iles de Maria Channel Entrance S,Austral Islands,16,27/07/2012
1061,912341107,80,80,30,12,0,6,0,32,80,48,60,12.46028776,5.255097317,0.402212892,0.217283714,1.073312011,1186.958782,315.910147,159.8400067,0.849343541,1.219116519,PAC9,-21.20091,-159.76789,Cook Islands,"Avarua, Rarotonga",Cook Islands (southern),17,31/07/2012
1062,912341108,100,100,32,0,0,63,0,5,100,95,95,13.71602632,5.356853,0.670049201,0.333736783,1.297014225,10721.05308,364.1014476,184.2120485,1.940098046,0.543311204,PAC10,-21.19587,-159.7935,Cook Islands,"Avatiu W, Rarotonga",Cook Islands (southern),10,01/08/2012
1063,912341110,99,99,88,4,0,4,0,3,99,96,96.96969697,11.43657387,4.061759506,1.282132967,0.486239563,1.942775879,41481.90328,388.1728386,283.6676638,3.233616641,-0.653552266,PAC11,-18.0483,-163.19341,Cook Islands,"Big Passage middle mooring, Palmerston",Cook Islands (southern),6,04/08/2012
1064,912341111,94,94,45,34,0,11,0,4,94,90,95.74468085,10.9948352,5.319637365,0.971957444,0.635507066,2.244734143,14600.44051,641.2312674,559.9204562,3.67064982,-1.323684452,PAC11,-18.0483,-163.19341,Cook Islands,"Big Passage middle mooring, Palmerston",Cook Islands (southern),9,04/08/2012
