"","Year","Site","Replicate","taxon","cover","dataset"
"6299",1994,"Praslin SW Granite",14,"Rock",91,"Seychelles"
"6300",2005,"Praslin SW Granite",8,"Hard_Coral_Branching",1,"Seychelles"
"6301",2005,"Praslin SW Granite",8,"Hard_Coral_Encrusting",3,"Seychelles"
"6302",2005,"Praslin SW Granite",8,"Hard_Coral_Submassive",1,"Seychelles"
"6303",2005,"Praslin SW Granite",8,"Rock",90,"Seychelles"
"6304",2005,"Praslin SW Granite",8,"Rubble",5,"Seychelles"
"6305",2008,"Praslin SW Granite",7,"Hard_Coral_Branching",5,"Seychelles"
"6306",2008,"Praslin SW Granite",7,"Hard_Coral_Encrusting",7,"Seychelles"
"6307",2008,"Praslin SW Granite",7,"Hard_Coral_Submassive",5,"Seychelles"
"6308",2008,"Praslin SW Granite",7,"Hard_Coral_Tabular",8,"Seychelles"
"6309",2008,"Praslin SW Granite",7,"Rock",55,"Seychelles"
"6310",2008,"Praslin SW Granite",7,"Rubble",20,"Seychelles"
"6311",2008,"Praslin SW Granite",8,"Hard_Coral_Branching",5,"Seychelles"
"6312",2008,"Praslin SW Granite",8,"Hard_Coral_Encrusting",3,"Seychelles"
"6313",2008,"Praslin SW Granite",8,"Hard_Coral_Massive",3,"Seychelles"
"6314",2008,"Praslin SW Granite",8,"Hard_Coral_Submassive",3,"Seychelles"
"6315",2008,"Praslin SW Granite",8,"Hard_Coral_Tabular",4,"Seychelles"
"6316",2008,"Praslin SW Granite",8,"Rock",57,"Seychelles"
"6317",2008,"Praslin SW Granite",8,"Rubble",15,"Seychelles"
"6318",2008,"Praslin SW Granite",8,"Sand",10,"Seychelles"
"6319",2005,"Praslin SW Granite",9,"Hard_Coral_Encrusting",1,"Seychelles"
"6320",2005,"Praslin SW Granite",9,"Hard_Coral_Submassive",1,"Seychelles"
"6321",2005,"Praslin SW Granite",9,"Rock",83,"Seychelles"
"6322",2005,"Praslin SW Granite",9,"Rubble",15,"Seychelles"
"6323",2005,"Praslin SW Granite",7,"Hard_Coral_Encrusting",1,"Seychelles"
"6324",2005,"Praslin SW Granite",7,"Hard_Coral_Massive",2,"Seychelles"
"6325",2005,"Praslin SW Granite",7,"Rock",77,"Seychelles"
"6326",2005,"Praslin SW Granite",7,"Rubble",20,"Seychelles"
"6327",1994,"Praslin SW Granite",13,"Hard_Coral_Branching",13,"Seychelles"
"6328",1994,"Praslin SW Granite",13,"Rock",87,"Seychelles"
"6329",1994,"Praslin SW Granite",12,"Hard_Coral_Branching",12,"Seychelles"
"6330",1994,"Praslin SW Granite",12,"Hard_Coral_Massive",2,"Seychelles"
"6331",1994,"Praslin SW Granite",12,"Rock",86,"Seychelles"
"6332",2005,"Praslin SW Granite",6,"Hard_Coral_Branching",1,"Seychelles"
"6333",2005,"Praslin SW Granite",6,"Hard_Coral_Encrusting",3,"Seychelles"
"6334",2005,"Praslin SW Granite",6,"Hard_Coral_Massive",1,"Seychelles"
"6335",2005,"Praslin SW Granite",6,"Hard_Coral_Submassive",2,"Seychelles"
"6336",2005,"Praslin SW Granite",6,"Rock",88,"Seychelles"
"6337",2005,"Praslin SW Granite",6,"Rubble",5,"Seychelles"
"6338",2005,"Praslin SW Granite",16,"Hard_Coral_Branching",1.52284263959391,"Seychelles"
"6339",2005,"Praslin SW Granite",16,"Hard_Coral_Encrusting",1.01522842639594,"Seychelles"
"6340",2005,"Praslin SW Granite",16,"Hard_Coral_Massive",1.01522842639594,"Seychelles"
"6341",2005,"Praslin SW Granite",16,"Rock",81.2182741116751,"Seychelles"
"6342",2005,"Praslin SW Granite",16,"Rubble",15.2284263959391,"Seychelles"
"6343",2008,"Praslin SW Granite",9,"Hard_Coral_Branching",3,"Seychelles"
"6344",2008,"Praslin SW Granite",9,"Hard_Coral_Encrusting",7,"Seychelles"
"6345",2008,"Praslin SW Granite",9,"Hard_Coral_Massive",2,"Seychelles"
"6346",2008,"Praslin SW Granite",9,"Hard_Coral_Submassive",3,"Seychelles"
"6347",2008,"Praslin SW Granite",9,"Hard_Coral_Tabular",6,"Seychelles"
"6348",2008,"Praslin SW Granite",9,"Rock",69,"Seychelles"
"6349",2008,"Praslin SW Granite",9,"Rubble",10,"Seychelles"
"6350",1994,"Praslin SW Granite",4,"Hard_Coral_Branching",9,"Seychelles"
"6351",1994,"Praslin SW Granite",4,"Hard_Coral_Massive",8,"Seychelles"
"6352",1994,"Praslin SW Granite",4,"Rock",70,"Seychelles"
"6353",1994,"Praslin SW Granite",4,"Rubble",13,"Seychelles"
"6354",2005,"Praslin SW Granite",1,"Hard_Coral_Branching",2,"Seychelles"
"6355",2005,"Praslin SW Granite",1,"Hard_Coral_Encrusting",1,"Seychelles"
"6356",2005,"Praslin SW Granite",1,"Hard_Coral_Submassive",1,"Seychelles"
"6357",2005,"Praslin SW Granite",1,"Rock",91,"Seychelles"
"6358",2005,"Praslin SW Granite",1,"Rubble",5,"Seychelles"
"6359",2008,"Praslin SW Granite",6,"Hard_Coral_Branching",5,"Seychelles"
"6360",2008,"Praslin SW Granite",6,"Hard_Coral_Encrusting",5,"Seychelles"
"6361",2008,"Praslin SW Granite",6,"Hard_Coral_Massive",1,"Seychelles"
"6362",2008,"Praslin SW Granite",6,"Hard_Coral_Submassive",5,"Seychelles"
"6363",2008,"Praslin SW Granite",6,"Hard_Coral_Tabular",8,"Seychelles"
"6364",2008,"Praslin SW Granite",6,"Rock",56,"Seychelles"
"6365",2008,"Praslin SW Granite",6,"Rubble",20,"Seychelles"
"6366",2005,"Praslin SW Granite",12,"Hard_Coral_Branching",1.52284263959391,"Seychelles"
"6367",2005,"Praslin SW Granite",12,"Hard_Coral_Massive",1.01522842639594,"Seychelles"
"6368",2005,"Praslin SW Granite",12,"Rock",87.3096446700508,"Seychelles"
"6369",2005,"Praslin SW Granite",12,"Rubble",10.1522842639594,"Seychelles"
"6370",2005,"Praslin SW Granite",5,"Hard_Coral_Branching",2,"Seychelles"
"6371",2005,"Praslin SW Granite",5,"Hard_Coral_Encrusting",1,"Seychelles"
"6372",2005,"Praslin SW Granite",5,"Hard_Coral_Massive",1,"Seychelles"
"6373",2005,"Praslin SW Granite",5,"Hard_Coral_Tabular",1,"Seychelles"
"6374",2005,"Praslin SW Granite",5,"Rock",75,"Seychelles"
"6375",2005,"Praslin SW Granite",5,"Rubble",20,"Seychelles"
"6376",2005,"Praslin SW Granite",11,"Hard_Coral_Branching",1.01010101010101,"Seychelles"
"6377",2005,"Praslin SW Granite",11,"Hard_Coral_Encrusting",2.02020202020202,"Seychelles"
"6378",2005,"Praslin SW Granite",11,"Hard_Coral_Massive",1.01010101010101,"Seychelles"
"6379",2005,"Praslin SW Granite",11,"Hard_Coral_Tabular",1.01010101010101,"Seychelles"
"6380",2005,"Praslin SW Granite",11,"Rock",79.7979797979798,"Seychelles"
"6381",2005,"Praslin SW Granite",11,"Rubble",15.1515151515152,"Seychelles"
"6382",2008,"Praslin SW Granite",15,"Hard_Coral_Branching",2,"Seychelles"
"6383",2008,"Praslin SW Granite",15,"Hard_Coral_Encrusting",3,"Seychelles"
"6384",2008,"Praslin SW Granite",15,"Hard_Coral_Massive",1,"Seychelles"
"6385",2008,"Praslin SW Granite",15,"Hard_Coral_Submassive",2,"Seychelles"
"6386",2008,"Praslin SW Granite",15,"Hard_Coral_Tabular",1,"Seychelles"
"6387",2008,"Praslin SW Granite",15,"Macroalgae",1,"Seychelles"
"6388",2008,"Praslin SW Granite",15,"Rock",75,"Seychelles"
"6389",2008,"Praslin SW Granite",15,"Rubble",15,"Seychelles"
"6390",2008,"Praslin SW Granite",16,"Hard_Coral_Branching",5,"Seychelles"
"6391",2008,"Praslin SW Granite",16,"Hard_Coral_Encrusting",2,"Seychelles"
"6392",2008,"Praslin SW Granite",16,"Hard_Coral_Massive",5,"Seychelles"
"6393",2008,"Praslin SW Granite",16,"Hard_Coral_Submassive",5,"Seychelles"
"6394",2008,"Praslin SW Granite",16,"Hard_Coral_Tabular",5,"Seychelles"
"6395",2008,"Praslin SW Granite",16,"Rock",68,"Seychelles"
"6396",2008,"Praslin SW Granite",16,"Rubble",10,"Seychelles"
"6397",2008,"Praslin SW Granite",4,"Hard_Coral_Encrusting",3,"Seychelles"
"6398",2008,"Praslin SW Granite",4,"Hard_Coral_Massive",1,"Seychelles"
"6399",2008,"Praslin SW Granite",4,"Hard_Coral_Submassive",3,"Seychelles"
"6400",2008,"Praslin SW Granite",4,"Hard_Coral_Tabular",15,"Seychelles"
"6401",2008,"Praslin SW Granite",4,"Rock",63,"Seychelles"
"6402",2008,"Praslin SW Granite",4,"Rubble",15,"Seychelles"
"6403",2008,"Praslin SW Granite",5,"Hard_Coral_Branching",2,"Seychelles"
"6404",2008,"Praslin SW Granite",5,"Hard_Coral_Encrusting",3,"Seychelles"
"6405",2008,"Praslin SW Granite",5,"Hard_Coral_Submassive",3,"Seychelles"
"6406",2008,"Praslin SW Granite",5,"Hard_Coral_Tabular",11,"Seychelles"
"6407",2008,"Praslin SW Granite",5,"Rock",51,"Seychelles"
"6408",2008,"Praslin SW Granite",5,"Rubble",30,"Seychelles"
"6409",2005,"Praslin SW Granite",3,"Hard_Coral_Encrusting",2,"Seychelles"
"6410",2005,"Praslin SW Granite",3,"Rock",88,"Seychelles"
"6411",2005,"Praslin SW Granite",3,"Rubble",10,"Seychelles"
"6412",2005,"Praslin SW Granite",10,"Hard_Coral_Branching",1,"Seychelles"
"6413",2005,"Praslin SW Granite",10,"Hard_Coral_Encrusting",2,"Seychelles"
"6414",2005,"Praslin SW Granite",10,"Hard_Coral_Massive",2,"Seychelles"
"6415",2005,"Praslin SW Granite",10,"Rock",75,"Seychelles"
"6416",2005,"Praslin SW Granite",10,"Rubble",20,"Seychelles"
"6417",2008,"Praslin SW Granite",12,"Hard_Coral_Branching",5,"Seychelles"
"6418",2008,"Praslin SW Granite",12,"Hard_Coral_Encrusting",3,"Seychelles"
"6419",2008,"Praslin SW Granite",12,"Hard_Coral_Massive",1,"Seychelles"
"6420",2008,"Praslin SW Granite",12,"Hard_Coral_Submassive",3,"Seychelles"
"6421",2008,"Praslin SW Granite",12,"Hard_Coral_Tabular",2,"Seychelles"
"6422",2008,"Praslin SW Granite",12,"Rock",76,"Seychelles"
"6423",2008,"Praslin SW Granite",12,"Rubble",10,"Seychelles"
"6424",2005,"Praslin SW Granite",4,"Hard_Coral_Branching",2,"Seychelles"
"6425",2005,"Praslin SW Granite",4,"Hard_Coral_Encrusting",1,"Seychelles"
"6426",2005,"Praslin SW Granite",4,"Hard_Coral_Submassive",1,"Seychelles"
"6427",2005,"Praslin SW Granite",4,"Hard_Coral_Tabular",1,"Seychelles"
"6428",2005,"Praslin SW Granite",4,"Rock",90,"Seychelles"
"6429",2005,"Praslin SW Granite",4,"Rubble",5,"Seychelles"
"6430",2008,"Praslin SW Granite",11,"Hard_Coral_Branching",4,"Seychelles"
"6431",2008,"Praslin SW Granite",11,"Hard_Coral_Encrusting",5,"Seychelles"
"6432",2008,"Praslin SW Granite",11,"Hard_Coral_Massive",3,"Seychelles"
"6433",2008,"Praslin SW Granite",11,"Hard_Coral_Submassive",3,"Seychelles"
"6434",2008,"Praslin SW Granite",11,"Hard_Coral_Tabular",4,"Seychelles"
"6435",2008,"Praslin SW Granite",11,"Rock",71,"Seychelles"
"6436",2008,"Praslin SW Granite",11,"Rubble",10,"Seychelles"
"6437",2005,"Praslin SW Granite",13,"Hard_Coral_Branching",1,"Seychelles"
"6438",2005,"Praslin SW Granite",13,"Hard_Coral_Encrusting",2,"Seychelles"
"6439",2005,"Praslin SW Granite",13,"Hard_Coral_Tabular",1,"Seychelles"
"6440",2005,"Praslin SW Granite",13,"Rock",81,"Seychelles"
"6441",2005,"Praslin SW Granite",13,"Rubble",15,"Seychelles"
"6442",2005,"Praslin SW Granite",14,"Hard_Coral_Branching",1,"Seychelles"
"6443",2005,"Praslin SW Granite",14,"Hard_Coral_Encrusting",2,"Seychelles"
"6444",2005,"Praslin SW Granite",14,"Hard_Coral_Massive",1,"Seychelles"
"6445",2005,"Praslin SW Granite",14,"Hard_Coral_Submassive",1,"Seychelles"
"6446",2005,"Praslin SW Granite",14,"Hard_Coral_Tabular",1,"Seychelles"
"6447",2005,"Praslin SW Granite",14,"Rock",64,"Seychelles"
"6448",2005,"Praslin SW Granite",14,"Rubble",30,"Seychelles"
"6449",2008,"Praslin SW Granite",3,"Hard_Coral_Branching",4.16666666666667,"Seychelles"
"6450",2008,"Praslin SW Granite",3,"Hard_Coral_Encrusting",3.125,"Seychelles"
"6451",2008,"Praslin SW Granite",3,"Hard_Coral_Submassive",3.125,"Seychelles"
"6452",2008,"Praslin SW Granite",3,"Hard_Coral_Tabular",12.5,"Seychelles"
"6453",2008,"Praslin SW Granite",3,"Rock",61.4583333333333,"Seychelles"
"6454",2008,"Praslin SW Granite",3,"Rubble",15.625,"Seychelles"
"6455",2008,"Praslin SW Granite",10,"Alcyonacea",1,"Seychelles"
"6456",2008,"Praslin SW Granite",10,"Hard_Coral_Encrusting",3,"Seychelles"
"6457",2008,"Praslin SW Granite",10,"Hard_Coral_Massive",1,"Seychelles"
"6458",2008,"Praslin SW Granite",10,"Hard_Coral_Submassive",3,"Seychelles"
"6459",2008,"Praslin SW Granite",10,"Hard_Coral_Tabular",7,"Seychelles"
"6460",2008,"Praslin SW Granite",10,"Rock",65,"Seychelles"
"6461",2008,"Praslin SW Granite",10,"Rubble",20,"Seychelles"
"6462",2008,"Praslin SW Granite",13,"Hard_Coral_Branching",3,"Seychelles"
"6463",2008,"Praslin SW Granite",13,"Hard_Coral_Encrusting",3,"Seychelles"
"6464",2008,"Praslin SW Granite",13,"Hard_Coral_Massive",1,"Seychelles"
"6465",2008,"Praslin SW Granite",13,"Hard_Coral_Submassive",2,"Seychelles"
"6466",2008,"Praslin SW Granite",13,"Hard_Coral_Tabular",5,"Seychelles"
"6467",2008,"Praslin SW Granite",13,"Rock",66,"Seychelles"
"6468",2008,"Praslin SW Granite",13,"Rubble",20,"Seychelles"
"6469",2005,"Praslin SW Granite",2,"Hard_Coral_Branching",1,"Seychelles"
"6470",2005,"Praslin SW Granite",2,"Hard_Coral_Encrusting",1,"Seychelles"
"6471",2005,"Praslin SW Granite",2,"Hard_Coral_Massive",1,"Seychelles"
"6472",2005,"Praslin SW Granite",2,"Rock",57,"Seychelles"
"6473",2005,"Praslin SW Granite",2,"Rubble",40,"Seychelles"
"6474",2008,"Praslin SW Granite",14,"Hard_Coral_Branching",2,"Seychelles"
"6475",2008,"Praslin SW Granite",14,"Hard_Coral_Encrusting",3,"Seychelles"
"6476",2008,"Praslin SW Granite",14,"Hard_Coral_Massive",1,"Seychelles"
"6477",2008,"Praslin SW Granite",14,"Hard_Coral_Submassive",2,"Seychelles"
"6478",2008,"Praslin SW Granite",14,"Hard_Coral_Tabular",5,"Seychelles"
"6479",2008,"Praslin SW Granite",14,"Rock",67,"Seychelles"
"6480",2008,"Praslin SW Granite",14,"Rubble",20,"Seychelles"
"6481",1994,"Praslin SW Granite",8,"Hard_Coral_Branching",18,"Seychelles"
"6482",1994,"Praslin SW Granite",8,"Rock",82,"Seychelles"
"6483",2008,"Praslin SW Granite",2,"Hard_Coral_Encrusting",5,"Seychelles"
"6484",2008,"Praslin SW Granite",2,"Hard_Coral_Submassive",3,"Seychelles"
"6485",2008,"Praslin SW Granite",2,"Hard_Coral_Tabular",15,"Seychelles"
"6486",2008,"Praslin SW Granite",2,"Rock",67,"Seychelles"
"6487",2008,"Praslin SW Granite",2,"Rubble",10,"Seychelles"
"6488",2005,"Praslin SW Granite",15,"Hard_Coral_Branching",1.52284263959391,"Seychelles"
"6489",2005,"Praslin SW Granite",15,"Hard_Coral_Encrusting",3.04568527918782,"Seychelles"
"6490",2005,"Praslin SW Granite",15,"Hard_Coral_Massive",1.01522842639594,"Seychelles"
"6491",2005,"Praslin SW Granite",15,"Rock",43.6548223350254,"Seychelles"
"6492",2005,"Praslin SW Granite",15,"Rubble",50.761421319797,"Seychelles"
"6493",2008,"Praslin SW Granite",1,"Hard_Coral_Branching",5,"Seychelles"
"6494",2008,"Praslin SW Granite",1,"Hard_Coral_Encrusting",3,"Seychelles"
"6495",2008,"Praslin SW Granite",1,"Hard_Coral_Submassive",5,"Seychelles"
"6496",2008,"Praslin SW Granite",1,"Hard_Coral_Tabular",15,"Seychelles"
"6497",2008,"Praslin SW Granite",1,"Rock",52,"Seychelles"
"6498",2008,"Praslin SW Granite",1,"Rubble",20,"Seychelles"
"6499",1994,"Praslin SW Granite",5,"Hard_Coral_Branching",12,"Seychelles"
"6500",1994,"Praslin SW Granite",5,"Hard_Coral_Massive",5,"Seychelles"
"6501",1994,"Praslin SW Granite",5,"Rock",83,"Seychelles"
"6502",1994,"Praslin SW Granite",2,"Hard_Coral_Branching",14,"Seychelles"
"6503",1994,"Praslin SW Granite",2,"Hard_Coral_Massive",10,"Seychelles"
"6504",1994,"Praslin SW Granite",2,"Rock",76,"Seychelles"
"6505",1994,"Praslin SW Granite",9,"Hard_Coral_Branching",10,"Seychelles"
"6506",1994,"Praslin SW Granite",9,"Rock",90,"Seychelles"
"6507",1994,"Praslin SW Granite",10,"Hard_Coral_Branching",14,"Seychelles"
"6508",1994,"Praslin SW Granite",10,"Hard_Coral_Massive",7,"Seychelles"
"6509",1994,"Praslin SW Granite",10,"Rock",79,"Seychelles"
"6510",1994,"Praslin SW Granite",1,"Hard_Coral_Branching",17,"Seychelles"
"6511",1994,"Praslin SW Granite",1,"Hard_Coral_Massive",3,"Seychelles"
"6512",1994,"Praslin SW Granite",1,"Rock",80,"Seychelles"
"6513",1994,"Praslin SW Granite",6,"Hard_Coral_Branching",15,"Seychelles"
"6514",1994,"Praslin SW Granite",6,"Hard_Coral_Massive",3,"Seychelles"
"6515",1994,"Praslin SW Granite",6,"Rock",82,"Seychelles"
"6516",1994,"Praslin SW Granite",7,"Hard_Coral_Branching",10,"Seychelles"
"6517",1994,"Praslin SW Granite",7,"Hard_Coral_Massive",10,"Seychelles"
"6518",1994,"Praslin SW Granite",7,"Rock",80,"Seychelles"
"6519",1994,"Praslin SW Granite",11,"Hard_Coral_Branching",12,"Seychelles"
"6520",1994,"Praslin SW Granite",11,"Hard_Coral_Massive",8,"Seychelles"
"6521",1994,"Praslin SW Granite",11,"Macroalgae",4,"Seychelles"
"6522",1994,"Praslin SW Granite",11,"Rock",76,"Seychelles"
"6523",2008,"Praslin SW Patch",15,"Hard_Coral_Branching",1,"Seychelles"
"6524",2008,"Praslin SW Patch",15,"Hard_Coral_Massive",3,"Seychelles"
"6525",2008,"Praslin SW Patch",15,"Hard_Coral_Submassive",1,"Seychelles"
"6526",2008,"Praslin SW Patch",15,"Macroalgae",25,"Seychelles"
"6527",2008,"Praslin SW Patch",15,"Rock",25,"Seychelles"
"6528",2008,"Praslin SW Patch",15,"Rubble",25,"Seychelles"
"6529",2008,"Praslin SW Patch",15,"Sand",20,"Seychelles"
"6530",2008,"Praslin SW Patch",16,"Hard_Coral_Encrusting",1,"Seychelles"
"6531",2008,"Praslin SW Patch",16,"Macroalgae",30,"Seychelles"
"6532",2008,"Praslin SW Patch",16,"Rock",14,"Seychelles"
"6533",2008,"Praslin SW Patch",16,"Rubble",35,"Seychelles"
"6534",2008,"Praslin SW Patch",16,"Sand",20,"Seychelles"
"6535",2008,"Praslin SW Patch",13,"Hard_Coral_Branching",1,"Seychelles"
"6536",2008,"Praslin SW Patch",13,"Hard_Coral_Massive",1,"Seychelles"
"6537",2008,"Praslin SW Patch",13,"Macroalgae",12,"Seychelles"
"6538",2008,"Praslin SW Patch",13,"Rock",20,"Seychelles"
"6539",2008,"Praslin SW Patch",13,"Sand",66,"Seychelles"
"6540",2008,"Praslin SW Patch",14,"Hard_Coral_Encrusting",1,"Seychelles"
"6541",2008,"Praslin SW Patch",14,"Macroalgae",25,"Seychelles"
"6542",2008,"Praslin SW Patch",14,"Rock",19,"Seychelles"
"6543",2008,"Praslin SW Patch",14,"Rubble",25,"Seychelles"
"6544",2008,"Praslin SW Patch",14,"Sand",30,"Seychelles"
"6545",2008,"Praslin SW Patch",12,"Hard_Coral_Branching",1,"Seychelles"
"6546",2008,"Praslin SW Patch",12,"Hard_Coral_Encrusting",1,"Seychelles"
"6547",2008,"Praslin SW Patch",12,"Hard_Coral_Massive",2,"Seychelles"
"6548",2008,"Praslin SW Patch",12,"Hard_Coral_Submassive",1,"Seychelles"
"6549",2008,"Praslin SW Patch",12,"Macroalgae",8,"Seychelles"
"6550",2008,"Praslin SW Patch",12,"Rock",47,"Seychelles"
"6551",2008,"Praslin SW Patch",12,"Rubble",5,"Seychelles"
"6552",2008,"Praslin SW Patch",12,"Sand",35,"Seychelles"
"6553",2008,"Praslin SW Patch",11,"Hard_Coral_Branching",1,"Seychelles"
"6554",2008,"Praslin SW Patch",11,"Hard_Coral_Massive",4,"Seychelles"
"6555",2008,"Praslin SW Patch",11,"Macroalgae",20,"Seychelles"
"6556",2008,"Praslin SW Patch",11,"Rock",20,"Seychelles"
"6557",2008,"Praslin SW Patch",11,"Rubble",35,"Seychelles"
"6558",2008,"Praslin SW Patch",11,"Sand",20,"Seychelles"
"6559",1994,"Praslin SW Patch",4,"Hard_Coral_Branching",4,"Seychelles"
"6560",1994,"Praslin SW Patch",4,"Hard_Coral_Massive",3,"Seychelles"
"6561",1994,"Praslin SW Patch",4,"Macroalgae",13,"Seychelles"
"6562",1994,"Praslin SW Patch",4,"Rock",15,"Seychelles"
"6563",1994,"Praslin SW Patch",4,"Rubble",65,"Seychelles"
"6564",1994,"Praslin SW Patch",13,"Hard_Coral_Branching",20,"Seychelles"
"6565",1994,"Praslin SW Patch",13,"Hard_Coral_Massive",17,"Seychelles"
"6566",1994,"Praslin SW Patch",13,"Macroalgae",3,"Seychelles"
"6567",1994,"Praslin SW Patch",13,"Rock",50,"Seychelles"
"6568",1994,"Praslin SW Patch",13,"Rubble",10,"Seychelles"
"6569",2008,"Praslin SW Patch",9,"Hard_Coral_Branching",1,"Seychelles"
"6570",2008,"Praslin SW Patch",9,"Hard_Coral_Massive",1,"Seychelles"
"6571",2008,"Praslin SW Patch",9,"Hard_Coral_Submassive",1,"Seychelles"
"6572",2008,"Praslin SW Patch",9,"Macroalgae",15,"Seychelles"
"6573",2008,"Praslin SW Patch",9,"Rock",37,"Seychelles"
"6574",2008,"Praslin SW Patch",9,"Rubble",15,"Seychelles"
"6575",2008,"Praslin SW Patch",9,"Sand",30,"Seychelles"
"6576",1994,"Praslin SW Patch",16,"Hard_Coral_Branching",13,"Seychelles"
"6577",1994,"Praslin SW Patch",16,"Rock",60,"Seychelles"
"6578",1994,"Praslin SW Patch",16,"Rubble",27,"Seychelles"
"6579",2008,"Praslin SW Patch",10,"Hard_Coral_Massive",3,"Seychelles"
"6580",2008,"Praslin SW Patch",10,"Hard_Coral_Submassive",1,"Seychelles"
"6581",2008,"Praslin SW Patch",10,"Macroalgae",10,"Seychelles"
"6582",2008,"Praslin SW Patch",10,"Rock",56,"Seychelles"
"6583",2008,"Praslin SW Patch",10,"Rubble",10,"Seychelles"
"6584",2008,"Praslin SW Patch",10,"Sand",20,"Seychelles"
"6585",1994,"Praslin SW Patch",12,"Hard_Coral_Branching",17,"Seychelles"
"6586",1994,"Praslin SW Patch",12,"Hard_Coral_Massive",7,"Seychelles"
"6587",1994,"Praslin SW Patch",12,"Rock",58,"Seychelles"
"6588",1994,"Praslin SW Patch",12,"Rubble",18,"Seychelles"
"6589",1994,"Praslin SW Patch",1,"Hard_Coral_Branching",7,"Seychelles"
"6590",1994,"Praslin SW Patch",1,"Hard_Coral_Massive",3,"Seychelles"
"6591",1994,"Praslin SW Patch",1,"Macroalgae",4,"Seychelles"
"6592",1994,"Praslin SW Patch",1,"Rock",6,"Seychelles"
"6593",1994,"Praslin SW Patch",1,"Rubble",80,"Seychelles"
"6594",1994,"Praslin SW Patch",14,"Hard_Coral_Branching",4,"Seychelles"
"6595",1994,"Praslin SW Patch",14,"Hard_Coral_Massive",10,"Seychelles"
"6596",1994,"Praslin SW Patch",14,"Macroalgae",3,"Seychelles"
"6597",1994,"Praslin SW Patch",14,"Rock",70,"Seychelles"
"6598",1994,"Praslin SW Patch",14,"Rubble",13,"Seychelles"
"6599",2005,"Praslin SW Patch",6,"Hard_Coral_Branching",3.125,"Seychelles"
"6600",2005,"Praslin SW Patch",6,"Hard_Coral_Encrusting",1.04166666666667,"Seychelles"
"6601",2005,"Praslin SW Patch",6,"Hard_Coral_Massive",1.04166666666667,"Seychelles"
"6602",2005,"Praslin SW Patch",6,"Macroalgae",3.125,"Seychelles"
"6603",2005,"Praslin SW Patch",6,"Rock",81.25,"Seychelles"
"6604",2005,"Praslin SW Patch",6,"Rubble",10.4166666666667,"Seychelles"
"6605",2005,"Praslin SW Patch",12,"Alcyonacea",1,"Seychelles"
"6606",2005,"Praslin SW Patch",12,"Hard_Coral_Branching",30,"Seychelles"
"6607",2005,"Praslin SW Patch",12,"Hard_Coral_Massive",1,"Seychelles"
"6608",2005,"Praslin SW Patch",12,"Macroalgae",40,"Seychelles"
"6609",2005,"Praslin SW Patch",12,"Rock",28,"Seychelles"
"6610",2005,"Praslin SW Patch",1,"Hard_Coral_Branching",11.1111111111111,"Seychelles"
"6611",2005,"Praslin SW Patch",1,"Hard_Coral_Massive",2.02020202020202,"Seychelles"
"6612",2005,"Praslin SW Patch",1,"Macroalgae",1.01010101010101,"Seychelles"
"6613",2005,"Praslin SW Patch",1,"Rock",65.6565656565657,"Seychelles"
"6614",2005,"Praslin SW Patch",1,"Rubble",20.2020202020202,"Seychelles"
"6615",2005,"Praslin SW Patch",8,"Alcyonacea",1.01010101010101,"Seychelles"
"6616",2005,"Praslin SW Patch",8,"Hard_Coral_Branching",10.1010101010101,"Seychelles"
"6617",2005,"Praslin SW Patch",8,"Hard_Coral_Submassive",1.01010101010101,"Seychelles"
"6618",2005,"Praslin SW Patch",8,"Macroalgae",7.07070707070707,"Seychelles"
"6619",2005,"Praslin SW Patch",8,"Rock",50.5050505050505,"Seychelles"
"6620",2005,"Praslin SW Patch",8,"Rubble",30.3030303030303,"Seychelles"
"6621",1994,"Praslin SW Patch",5,"Hard_Coral_Branching",10,"Seychelles"
"6622",1994,"Praslin SW Patch",5,"Hard_Coral_Massive",5,"Seychelles"
"6623",1994,"Praslin SW Patch",5,"Rock",60,"Seychelles"
"6624",1994,"Praslin SW Patch",5,"Rubble",25,"Seychelles"
"6625",2005,"Praslin SW Patch",2,"Hard_Coral_Branching",30.3030303030303,"Seychelles"
"6626",2005,"Praslin SW Patch",2,"Hard_Coral_Submassive",1.01010101010101,"Seychelles"
"6627",2005,"Praslin SW Patch",2,"Macroalgae",1.01010101010101,"Seychelles"
"6628",2005,"Praslin SW Patch",2,"Rock",47.4747474747475,"Seychelles"
"6629",2005,"Praslin SW Patch",2,"Rubble",20.2020202020202,"Seychelles"
"6630",2005,"Praslin SW Patch",7,"Hard_Coral_Branching",15.1515151515152,"Seychelles"
"6631",2005,"Praslin SW Patch",7,"Hard_Coral_Encrusting",1.01010101010101,"Seychelles"
"6632",2005,"Praslin SW Patch",7,"Macroalgae",3.03030303030303,"Seychelles"
"6633",2005,"Praslin SW Patch",7,"Rock",60.6060606060606,"Seychelles"
"6634",2005,"Praslin SW Patch",7,"Rubble",20.2020202020202,"Seychelles"
"6635",2005,"Praslin SW Patch",10,"Alcyonacea",3,"Seychelles"
"6636",2005,"Praslin SW Patch",10,"Hard_Coral_Branching",50,"Seychelles"
"6637",2005,"Praslin SW Patch",10,"Macroalgae",10,"Seychelles"
"6638",2005,"Praslin SW Patch",10,"Rock",22,"Seychelles"
"6639",2005,"Praslin SW Patch",10,"Rubble",15,"Seychelles"
